"Account: Account Name","Location Name","Location Type","Product Item Number","Product Code","Product Description","Quantity On Hand","Product Price","Actual Quantity On-Hand","Last Modified Date"
"","Nilesh Shewale Inventory","Van","PI-3636","SRMF0128","Motor_Sand Grey_1200mm_Renesa+_GV3","0.00","2500","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-3654","B1X0044","Wet/Dry jar sub asssembly MG1.0","0.00","450","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-3657","RA0157","Remote_CF_Renesa_GV3","0.00","150","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-3666","B1X0031","Liquidizer jar sub assembly MG1.0","0.00","500","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-3684","RA0074","Blade_Aluminium_Matt Brown_1200mm_Renesa_GV3","0.00","599","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-3685","A1X1091","Blade_Aluminium_Aegean Blue_1200mm_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-3775","A1X1058","Deactivated - Blade_Aluminium_Umber Brown_1200mm_Erica_GV5","0.00","600","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-38594","RA0072","Blade_Aluminium_Pearl White_1200mm_Renesa+/Renesa Smart_GV3","0.00","599","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-38595","RA0070","Blade_Aluminium_White_1200mm_Renesa_GV3","0.00","599","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-38598","SRMF0030","Motor_Brown_1200mm_Renesa_GV3","0.00","2500","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-40402","A1X0137","Blade_Aluminium_White_1200mm_Ikano_GV5","0.00","600","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-43571","RA0790","Neck_400mm_Wall Mount_TPW","0.00","199","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-44211","RA1236","Blade_Aluminium_Golden_1200mm_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-44876","RA0180","Diffuser_Sand Grey_Efficio_GV2","0.00","25","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-46518","SRMF0122","Motor_Gloss Black_1200mm_Renesa Alpha_GV4","0.00","2500","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-46519","SRA036401","Motor_Snow White_1200mm_Erica Smart_GV5","0.00","2500","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-47751","SA0099","Stator_1200mm_Erica/Ikano/Ameza/Studio+Reboot/Renesa Reboot/Prime/Zen_GV5","0.00","500","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-49832","SA0079","BLDC Motor_Wall Mount_TPW","0.00","599","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-49833","SRMASS0059","Display PCB_Efficio_Pedestal_TPW","0.00","350","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-49834","RA0085","Blade_Aluminium_Golden Oak_1400mm_Renesa+/Renesa Smart_GV3","0.00","599","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-50243","A1X0138","Blade_Aluminium_Black_1200mm_Ikano_GV5","0.00","600","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-50999","A1X1104","Blade_Aluminium_Golden Oak_600mm_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-53405","A1X0051","Blade_Aluminium_Sand Grey_1200mm_Studio+Reboot_GV5","0.00","600","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-54246","A1X0139","Blade_Aluminium_Gloss Brown_1200mm_Ikano_GV5","0.00","600","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-54247","EA03001","Smart PCB Phoenix Led_PCB_1200mm_GV5","0.00","700","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-54925","RA1237","Blade_Aluminium_Sand Grey_1200mm_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-55049","RA0918","Deactivated - (old code) Blade_Aluminium_White_1200mm_Renesa Alpha_GV4","0.00","599","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-55842","A1X0135","Deactivated - Bottom Body Assembly_Brown_Efficio Alpha/Ikano_GV5","0.00","220","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-55843","A1X0134","Deactivated - Bottom Body_Plastic_Gloss Black_Ikano_GV5","0.00","220","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-55844","A1X0136","Deactivated - Bottom Body Assembly_Ivory_Efficio Alpha/Ikano _GV5","0.00","220","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-56251","A1X1055","Blade_Aluminium_SnowWhite_1200mm_Erica_GV5","0.00","600","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-56704","RA0989","Connecting Wire - 4 pin Power to Digital PCB_400mm_Wall Mount E+_TPW","0.00","25","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-57475","A026404","Blade_Aluminium_Gloss Ivory_1200mm_Ameza_GV5","0.00","600","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-57476","A026403","Blade_Aluminium_Brown_1200mm_Ameza_GV5","0.00","600","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-57477","EA03201","PCB Without LED Strip_PCB_GV5","0.00","500","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-57478","EA17601","PCB With LED Strip__Aris Starlight_GV5","0.00","500","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-59325","A004001","Motor Bldc_150mm_Studio_EXH","0.00","599","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-60801","RA0075","Blade_Aluminium_G-Oak_1200mm_Renesa+/Renesa Smart_GV3","0.00","599","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-61377","SRMF0046","Motor_Black_1200mm_Renesa_GV3","0.00","2500","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-61663","A022804","Motor Housing_Black_1200mm_Renesa+_GV5","0.00","600","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-61750","A1X0827","GV5 PCB Mounting Plate_CF","0.00","50","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-61938","A1X0150","Deactivated - Bottom Body Assembly_Gloss White_900mm_Ikano/Efficio Alpha_GV5","0.00","220","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-62172","RA0182","Diffuser (Bottom Cap)_White_Renesa_GV3","0.00","60","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-62197","SRA023202","Motor_Earth Brown_1200mm_Renesa+Reboot_GV5","0.00","2500","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-62359","RA0080","Blade_Aluminium_White_1400mm_Renesa_GV3 & GV5","0.00","599","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-62360","SRA023201","Motor_Sand Grey_1200mm_Renesa+Reboot_GV5","0.00","2500","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-62465","RA0046","Blade_Aluminium_White_1400mm_Efficio/Efficio+/Studio_GV2","0.00","599","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-63056","EA08401","PCB_Renesa Prime_GV5 (Capacitor)","0.00","500","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-63057","EA12401","PCB_White LED_Efficio Alpha/Enzel _GV5","0.00","500","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-63058","SRMASS0149","Diffuser Opener Tool_CF_Renesa+_GV3","0.00","4720","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-63059","RA1105","Master Remote (Tech Use only)","0.00","250","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-63351","A1X0170","Blade_Aluminium_Marble White_1200mm_Studio+_GV5","0.00","600","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-63408","SRA1X1081","Motor_Marble White_1200mm_Studio+Reboot_GV5","0.00","2500","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-65396","SPR0172","Top Motor Housing_Metal_Studio+_GV4","0.00","484","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-66651","RA0071","Blade_Aluminium_Earth Brown_1200mm_Renesa+/Renesa Smart_GV3","0.00","599","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-66793","SRA022903","Motor_Matt Brown_1200mm_Renesa Reboot_GV5","0.00","2500","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-66794","EA07701","PCB_Renesa_900mm/1400mm_GV5.0 Reboot PCBA _Nuvoton+UCC-70 Micron_GV5","0.00","500","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-68793","A039905","Blade_Aluminium_Erica_1200_1200mm - Midnight Black Matt_GV5","0.00","600","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-68794","SRA023207","Motor_Earth Brown_1200mm_Renesa Smart+_GV5","0.00","2500","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-69326","A033006","Canopy Midnight Black Set Pack_GV5","0.00","150","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-69619","A039904","Blade_Aluminium_Umber Brown_1200mm_Erica_GV5","0.00","600","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-69703","RA0924","Body_Top Plastic Assembly_Gloss Black_Alpha/Renesa Zen/Prime_GV5","0.00","220","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-69704","A064107","Blade_Aluminium_Enzel/Renesa Zen_1200mm_Gloss Black_GV5","0.00","600","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-71376","SA0104","Motor Housing_Golden_CF_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-71377","SA0103","Motor Housing_Sandan Grey_CF_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-72683","SRA022904","Motor_Mn Black_1200mm_Renesa Reboot_GV5","0.00","2500","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-72723","SRA023205","Motor_Midnight Black_1200mm_Renesa+Reboot_GV5","0.00","2500","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-74201","RA0082","Blade_Aluminium_Brown_1400mm_Renesa/Renesa+/Renesa Smart_GV3 & GV5","0.00","599","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-77136","SRA023204","Motor_Pearl White_1200mm_Renesa+Reboot_GV5","0.00","2500","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-80381","A063803","Blade_Aluminium_Brown_Efficio Alpha/Ameza _GV5","0.00","600","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-795627","TestProduct","Test PCB","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-822128","EA18601","Updated STM32_PCB_White LED_Efficio Alpha/Enzel/Azor _GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-824641","EA20801","Updated STM32_PCB_Enerio 28W_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-858406","A3H0017","5 Pin Wire harness_Renesa Walrus/Pedestal_Black_TPW","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-863273","A064116","Blade_Aluminium_Enzel/Renesa Zen_1200mm_Dark Walnut_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-865815","A064120","Blade_Aluminium_Enzel/Renesa Zen_1200mm_Maplewood_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-868357","A064118","Blade_Aluminium_Enzel/Renesa Zen_1200mm_Mistly Teal_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-870899","A064119","Blade_Aluminium_Enzel/Renesa Zen_1200mm_Pebble Grey_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-873441","A170501","Updated Motor housing_Renesa Prime_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-888814","SA0105","Updated Plastic body with screw_Pebble Grey_Prime/Enzel/Zen_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-891367","SA0106","Updated Plastic body with screw_Gloss White_Prime/Enzel/Zen_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-893920","SA0107","Updated Plastic body with screw_Gloss Black_Prime/Enzel/Zen_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-896473","SA0108","Updated Plastic body with screw_Gloss Brown_Prime/Enzel/Zen_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-915246","TestSa001","PCB_Regulator_1200mm_Renesa Alpha_GV4Test","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-920485","EA07101","Sensor PCB_Zenova_MG","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-960198","A029703","Blade_Plastic_Steller Black_1200mm_Aris_IOT_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-962799","A101703","Top Canopy_Steller Black_1200mm_Aris_IOT_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-965400","A101803","Canopy top Plate_steller black_1200mm_Aris_IOT_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-968001","A102003","Middle upper canopy_Steller black_Aris_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-970602","A102203","Middle Lower canopy_Steller black_Aris_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-973203","A102403","Bottom Canopy_Steller Black_1220mm_Aris_IOT_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-975804","A006402","False cover_Aris_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-978405","A006505","Bottom cover_Steller black_Aris_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-981006","A002903","Motor Housing_Steller Black_1200mm_Aris_IOT_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-989050","A158402","Motor & Jar Coupler Set_MG1.0/Zenova/Maple_MG","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-991651","SA0110","Grill Belt Assembly_Black_Renesa Pedestal/Wall/Table/Stelios Pro/Izar Pedestal_TPW","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-994252","SA0109","Grill belt assembly_White_Renesa/Stelios/Izar Pedestal_TPW","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-1000420","RA1348","FG replacement Tags","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-1004184","RA1631","Service Cello Tape (Yellow - 3INX65M)","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-1006789","RA1632","Defective Spares Tag","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-1009394","RA1633","Defective FG Replacement seal","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-1024854","A073415","Downrod_Aegean Blue_CF","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-1049129","A073406","Downrod_Golden_CF","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-1052141","A091911","Bottom Cover_Ameza_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-1055153","EA16901","Updated_PCB STM32_1200mm_Erica/Ameza/Renesa Zen_1 LED_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-1058165","A112503","Canopy_Sea Sand Ivory_Ameza_GV5","0.00","0","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-1061377","A073401","Downrod_Earth Brown_CF_Studio+_GV4","0.00","60","0.00","10/12/2024"
"","Nilesh Shewale Inventory","Van","PI-1065593","A064113","Blade_Aluminium_SS Ivory_Renesa Prime _GV5","0.00","0","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-0240","SA0041","Motor Housing_White_CF_Renesa_GV3","0.00","590","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-0241","RA0075","Blade_Aluminium_G-Oak_1200mm_Renesa+/Renesa Smart_GV3","0.00","599","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-0242","MASS0087","Deactivated - Digital PCB_1400mm_Renesa_GV3","0.00","350","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-0243","SA0010","Digital PCB_1200mm_Renesa Smart+_GV3","4.00","350","4.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-0244","SA0038","PCB_Regulator_1200mm_Renesa Alpha_GV4","0.00","500","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-0245","SA0061","Power PCB (Without Potting) WH_CF_Renesa_GV3","0.00","400","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-0246","SA0060","Power PCB (Without Potting) BL_CF_Renesa_GV3","2.00","400","2.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-0247","SRMASS0074","Power PCB_Efficio+_Pedestal_TPW","0.00","499","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-0248","SA0087","PCB_Main_1200mm_Ozeo_GV4","2.00","500","2.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-0249","B1X0031","Liquidizer jar sub assembly MG1.0","0.00","500","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-0250","EA01701","PCB_Erica/Ameza/Renesa Zen_GV5 (STM8s,70micron single LED)","0.00","500","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-0251","SA0021","Main PCB_CF_1200mm_Efficio_Reg_28W_GV2","0.00","500","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-0252","SA0045","Motor Housing_Earth Brown_CF_Renesa+/Renesa Smart_GV3","2.00","590","2.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-0253","SA0011","Consolidate PCB GV3_CF_Renesa+_GV3","8.00","350","8.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-0254","SA0019","Consolidate PCB GV2_CF__Efficio_GV2","3.00","500","3.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-0255","B1X0056","Chutney jar sub assembly MG1.0","0.00","450","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-0256","SA0040","Motor Housing_Black_CF_Renesa_GV3","2.00","590","2.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-0257","SA0056","Stator_CF_1200mm_Renesa/Renesa+/Renesa Smart_GV3","3.00","500","3.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-0258","RA0028","Bearing 6202_CF","0.00","60","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-2826","EA04101","PCB_Renesa/Renesa+/Ikano/Sudio+ STM8s, 70micron  (6 LED)_GV5","0.00","500","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-95012","SA0058","Stator_CF_1400mm_Efficio/Efficio+/Studio_GV2","0.00","500","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-95089","B1X0042","MG1.0 Jar Lid for Wet/Dry/Chutney","0.00","450","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-4061","SA0039","PCB_Remote_1200mm_Studio+_GV4","0.00","500","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-4062","SA0020","Sensor PCB_CF","3.00","60","3.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-4063","RA1105","Master Remote (Tech Use only)","1.00","250","1.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-4064","EA03001","Smart PCB Phoenix Led_PCB_1200mm_GV5","0.00","700","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-4065","SRMASS0149","Diffuser Opener Tool_CF_Renesa+_GV3","1.00","4720","1.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-4066","RA0038","Spring_CF_Renesa_GV3","0.00","25","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-4067","RA0345","Circlip Pin_CF_Renesa_GV3","0.00","9","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-37199","RA0173","Sensor Holder_CF","5.00","30","5.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-37200","SA0055","Stator_CF_600mm_Renesa/Renesa+/Renesa Smart_GV3","0.00","500","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-37201","RA1239","Deactivated - Motor Housing_Sandan Grey_CF_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-37202","SA0043","Motor Housing_Ivory_CF_Renesa_GV3","1.00","590","1.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-39849","SA0098","Stator_CF_1400mm_Renesa/Renesa+/Renesa Smart_GV3","1.00","500","1.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-39850","SA0042","Motor Housing_Brown_CF_Renesa_GV3","1.00","590","1.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-39851","B1X0162","MG1.0 Chopper Jar Lid","0.00","80","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-39852","SA0057","Stator_CF_1200mm_Efficio/Efficio+/Studio_GV2","0.00","500","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-39853","SA0099","Stator_1200mm_Erica/Ikano/Ameza/Studio+Reboot/Renesa Reboot/Prime/Zen_GV5","1.00","500","1.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-39854","RA1237","Blade_Aluminium_Sand Grey_1200mm_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-39855","SRMASS0075","Power PCB_Efficio+_Wall Mount_TPW","0.00","499","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-39856","SA0097","Stator_CF_0900mm_Renesa/Renesa+/Renesa Smart_GV3","0.00","500","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-39857","A022804","Motor Housing_Black_1200mm_Renesa+_GV5","1.00","600","1.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-39858","RA0106","Downrod_Matt Black_CF","0.00","60","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-39859","SRA023205","Motor_Midnight Black_1200mm_Renesa+Reboot_GV5","0.00","2500","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-39860","SA0001","Rotor_Efficio_GV2","2.00","300","2.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-40646","RA0072","Blade_Aluminium_Pearl White_1200mm_Renesa+/Renesa Smart_GV3","0.00","599","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-40647","RA0946","BLDC Motor_Efficio+_TPW","0.00","599","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-40648","SA0044","Motor Housing_Pearl White_CF_Renesa+/Renesa Smart_GV3","0.00","590","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-40649","RA0918","Deactivated - (old code) Blade_Aluminium_White_1200mm_Renesa Alpha_GV4","0.00","599","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-40650","A142201","Blade_Aluminium_White_1200mm_Efficio/Efficio+/Studio_GV2","0.00","599","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-43586","RA0183","Diffuser (Bottom Cap)_Black_Renesa_GV3","0.00","60","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-43587","RA1238","Deactivated - Motor Housing_Golden_CF_Renesa+/Renesa Smart_GV3","0.00","600","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-43588","RA0182","Diffuser (Bottom Cap)_White_Renesa_GV3","0.00","60","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-43589","RA0031","Oc Connector_CF","0.00","15","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-45945","A1X0827","GV5 PCB Mounting Plate_CF","0.00","50","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-45946","A142202","Blade_Aluminium_Brown_1200mm_Efficio/Efficio+/Studio_GV2","0.00","599","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-45947","RA0070","Blade_Aluminium_White_1200mm_Renesa_GV3","0.00","599","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-45948","RA1240","Blade_Aluminium_Midnight Black_1200mm_Renesa_GV3","0.00","600","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-47937","RA0180","Diffuser_Sand Grey_Efficio_GV2","0.00","25","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-47938","RA0178","Diffuser_Pearl White_Efficio_GV2","0.00","25","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-47939","RA0083","Blade_Aluminium_Earth Brown_1400mm_Renesa+/Renesa Smart_GV3","0.00","599","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-47940","RA0179","Diffuser_Brown_Efficio_GV2","0.00","25","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-47941","RA0177","Diffuser_Pearl Ivory_Efficio_GV2","3.00","25","3.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-49716","SRA1X1278","Motor_Gloss White_1200mm_Ikano_GV5","0.00","2500","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-49717","EA17601","PCB With LED Strip__Aris Starlight_GV5","0.00","500","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-50638","SRMF0048","Motor_ Renesa Ceiling Fan 1400MM - Midnight Black_GV3","0.00","2500","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-52559","RA0175","PCB Base_CF_Efficio_GV2","1.00","30","1.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-57935","FG0160","Atomberg Studio Exhaust 0150MM - White","0.00","4000","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-58253","SRA1X1280","Motor_Gloss Brown_1200mm_Ikano_GV5","0.00","2500","0.00","10/12/2024"
"","Sanjeet Kumar -  Inventory","Van","PI-58917","A1X1082","Blade_Aluminium_White_900mm_Renesa_GV3","0.00","600","0.00","10/12/2024"
